"","num_doss","cluster_tt"
"2651","M0439","1"
"2652","M0440","2"
"2653","M0441","1"
"2654","M0442","1"
"2655","M0443","1"
"2656","M0444","2"
"2657","M0445","1"
"2658","M0446","2"
"2659","M0447","1"
"2660","M0448","1"
"2661","M0449","1"
"2662","M0450","2"
"2663","M0451","1"
"2666","M0453","1"
"2667","M0454","2"
"2668","M0455","2"
"2669","M0456","1"
"2672","M0458","1"
"2673","M0459","2"
"2674","M0460","1"
"2675","M0461","1"
"2676","M0462","1"
"2677","M0463","1"
"2678","M0464","2"
"2681","M0466","1"
"2682","M0467","1"
"2685","M0469","2"
"2686","M0471","1"
"2687","M0472","1"
"2690","M0474","1"
"2691","M0475","1"
"2692","M0476","1"
"2693","M0477","1"
"2694","M0478","1"
"2697","M0480","2"
"2698","M0481","2"
"2699","M0482","2"
"2700","M0483","1"
"2701","M0484","2"
"2702","M0485","1"
"2703","M0487","2"
"2704","M0488","1"
"2705","M0489","2"
"2706","M0490","2"
"2707","M0491","1"
"2708","M0492","1"
"2709","M0493","2"
"2710","M0495","1"
"2711","M0496","1"
"2712","M0498","1"
"2713","M0499","1"
"2714","M0502","2"
"2715","M0503","1"
"2716","M0504","2"
"2717","M0505","1"
"2718","M0506","1"
"2719","M0507","2"
"2720","M0508","2"
"2721","M0509","2"
"2722","M0510","2"
"2723","M0511","1"
"2724","M0512","1"
"2725","M0513","1"
"2726","M0514","1"
"2727","M0515","1"
"2728","M0516","2"
"2729","M0517","2"
"2730","M0518","2"
"2731","M0519","2"
"2732","M0520","2"
"2733","M0521","1"
"2734","M0522","1"
"2735","M0523","2"
"2736","M0524","1"
"2737","M0525","1"
"2738","M0526","1"
"2739","M0527","1"
"2740","M0528","1"
"2741","M0529","1"
"2742","M0530","1"
"2743","M0531","2"
"2744","M0533","1"
"2745","M0534","2"
"2748","M0536","1"
"2749","M0537","1"
"2750","M0538","2"
"2751","M0539","1"
"2754","M0541","1"
"2755","M0542","1"
"2756","M0543","1"
"2757","M0545","2"
"2758","M0547","2"
"2759","M0548","1"
"2760","M0549","2"
"2761","M0550","2"
"2762","M0551","2"
"2763","M0552","1"
"2764","M0553","1"
"2765","M0554","1"
"2766","M0555","1"
"2767","M0556","2"
"2768","M0557","2"
"2769","M0558","1"
"2770","M0559","2"
"2771","M0560","2"
"2772","M0561","1"
"2773","M0562","1"
"2774","M0563","1"
"2777","M0565","1"
"2778","M0566","1"
"2779","M0567","1"
"2780","M0568","2"
"2781","M0569","2"
"2782","M0570","2"
"2783","M0571","1"
"2784","M0572","1"
"2785","M0573","2"
"2786","M0575","1"
"2787","M0576","1"
"2788","M0577","1"
"2789","M0578","2"
"2790","M0579","2"
"2791","M0580","2"
"2792","M0581","2"
"2793","M0582","2"
"2794","M0583","1"
"2795","M0584","1"
"2796","M0585","1"
"2797","M0586","2"
"2798","M0587","1"
"2799","M0588","2"
"2800","M0589","2"
"2801","M0590","1"
"2802","M0591","2"
"2803","M0592","1"
"2804","M0593","1"
"2805","M0595","1"
"2806","M0596","1"
"2807","M0597","1"
"2808","M0598","1"
"2809","M0599","1"
"2810","M0600","1"
"2811","M0601","2"
"2812","M0602","1"
"2813","M0603","2"
"2814","M0604","1"
"2815","M0605","2"
"2816","M0606","2"
"2817","M0608","1"
"2818","M0609","1"
"2819","M0610","1"
"2820","M0611","2"
"2821","M0612","1"
"2822","M0613","1"
"2823","M0614","2"
"2824","M0616","2"
"2825","M0617","1"
"2826","M0618","1"
"2827","M0620","2"
"2828","M0621","2"
"2829","M0623","1"
"2830","M0625","1"
"2831","M0626","2"
"2832","M0627","2"
"2833","M0629","1"
"2834","M0630","1"
"2835","M0632","2"
"2836","M0633","1"
"2837","M0634","1"
"2838","M0635","2"
"2839","M0636","1"
"2840","M0637","1"
"2841","M0638","1"
"2842","M0640","1"
"2843","M0641","1"
"2844","M0642","2"
"2845","M0643","2"
"2846","M0644","2"
"2847","M0645","2"
"2848","M0646","1"
"2849","M0647","1"
"2850","M0648","1"
"2851","M0649","1"
"2854","M0653","2"
"2855","M0656","1"
"2856","M0657","2"
"2857","M0660","1"
"2858","M0675","2"
"2859","M0677","1"
"2860","M0686","1"
"2861","M0691","1"
"2862","M0694","1"
"2863","M0696","1"
"2864","M0700","1"
"2865","M0716","2"
"2866","M0724","1"
"2867","M0725","2"
"2868","M0726","1"
"2869","M0727","1"
"2870","M0729","1"
"2871","M0730","1"
"2872","M0731","1"
"2873","M0733","2"
"2874","M0734","1"
"2875","M0736","2"
"2876","M0737","2"
"2877","M0739","1"
"2878","M0740","1"
"2879","M0741","1"
"2880","M0742","2"
"2881","M0743","2"
"2882","M0744","1"
"2883","M0745","2"
"2884","M0746","1"
"2885","M0747","2"
"2886","M0748","1"
"2887","M0749","2"
"2888","M0750","1"
"2889","M0751","1"
"2890","M0752","1"
"2891","M0753","1"
"2892","M0754","2"
"2893","M0756","1"
"2894","M0757","2"
"2895","M0758","2"
"2896","M0759","2"
"2897","M0760","1"
"2898","M0761","2"
"2899","M0762","2"
"2900","M0763","2"
"2901","M0764","2"
"2902","M0765","1"
"2903","M0766","2"
"2904","M0767","1"
"2905","M0768","1"
"2906","M0769","2"
"2907","M0770","2"
"2908","M0771","1"
"2909","M0772","1"
"2910","M0773","1"
"2911","M0774","2"
"2912","M0776","1"
"2913","M0778","2"
"2914","M0779","1"
"2915","M0780","2"
"2916","M0781","2"
"2917","M0782","2"
"2918","M0783","1"
"2919","M0784","2"
"2920","M0785","1"
"2921","M0786","2"
"2922","M0787","1"
"2923","M0788","2"
"2924","M0789","1"
"2925","M0790","2"
"2926","M0791","2"
"2927","M0792","1"
"2928","M0793","2"
"2929","M0794","1"
"2930","M0795","2"
"2931","M0796","2"
"2932","M0797","1"
"2933","M0798","2"
"2934","M0799","2"
"2935","M0800","2"
"2936","M0801","1"
"2937","M0802","1"
"2938","M0803","1"
"2939","M0804","2"
"2940","M0805","1"
"2941","M0806","1"
"2942","M0807","2"
"2943","M0808","1"
"2944","M0809","1"
"2945","M0811","2"
"2946","M0812","2"
"2947","M0814","2"
"2948","M0815","2"
"2949","M0816","2"
"2950","M0818","2"
"2951","M0819","1"
"2952","M0820","1"
"2953","M0822","1"
"2954","M0823","2"
"2955","M0824","1"
"2956","M0825","1"
"2957","M0826","2"
"2958","M0827","1"
"2959","M0828","1"
"2960","M0829","2"
"2961","M0830","2"
"2962","M0831","2"
"2963","M0832","1"
"2964","M0834","1"
"2965","M0835","2"
"2966","M0836","2"
"2967","M0837","1"
"2968","M0838","1"
"2969","M0839","1"
"2970","M0840","1"
"2971","M0841","1"
"2972","M0842","1"
"2973","M0843","1"
"2974","M0844","2"
"2975","M0845","2"
"2976","M0846","1"
"2977","M0847","2"
"2978","M0848","2"
"2979","M0849","2"
"2980","M0850","1"
"2981","M0851","1"
"2982","M0852","1"
"2983","M0853","2"
"2984","M0854","2"
"2985","M0855","2"
"2986","M0856","2"
"2987","M0857","1"
"2988","M0858","2"
"2989","M0859","2"
"2990","M0860","2"
"2991","M0861","2"
"2992","M0862","1"
"2993","M0863","1"
"2994","M0864","2"
"2995","M0865","2"
"2996","M0866","1"
"2997","M0867","1"
"2998","M0868","2"
"2999","M0870","1"
"3000","M0871","2"
"3001","M0872","2"
"3002","M0873","1"
"3003","M0874","2"
"3004","M0875","1"
"3005","M0876","1"
"3006","M0877","1"
"3007","M0878","2"
"3008","M0879","2"
"3009","M0880","2"
"3010","M0881","2"
"3011","M0882","1"
"3012","M0885","2"
"3013","M0886","2"
"3014","M0887","2"
"3015","M0888","2"
"3016","M0889","1"
"3017","M0890","1"
"3018","M0891","2"
"3019","M0893","1"
"3020","M0894","2"
"3021","M0895","2"
"3022","M0896","1"
"3023","M0897","2"
"3024","M0898","1"
"3025","M0899","1"
"3026","M0903","2"
"3027","M0904","1"
"3028","M0905","2"
"3029","M0906","1"
"3030","M0907","1"
"3031","M0908","2"
"3032","M0909","1"
"3033","M0910","1"
"3034","M0911","1"
"3035","M0912","1"
"3036","M0913","1"
"3037","M0914","1"
"3038","M0915","1"
"3039","M0916","2"
"3040","M0917","1"
"3041","M0918","1"
"3042","M0919","2"
"3043","M0920","2"
"3044","M0921","2"
"3045","M0922","1"
"3046","M0923","1"
"3047","M0924","1"
"3048","M0925","1"
"3049","M0926","2"
"3050","M0927","2"
"3051","M0928","1"
"3052","M0929","2"
"3053","M0931","1"
"3054","M0932","2"
"3055","M0933","2"
"3056","M0934","1"
"3057","M0935","1"
"3058","M0936","1"
"3059","M0937","1"
"3060","M0938","2"
"3061","M0939","2"
"3062","M0940","1"
"3063","M0941","1"
"3064","M0942","1"
"3065","M0943","1"
"3066","M0944","1"
"3067","M0945","1"
"3068","M0946","2"
"3069","M0947","1"
"3070","M0948","2"
"3071","M0949","2"
"3072","M0950","1"
"3073","M0951","2"
"3074","M0952","1"
"3075","M0953","1"
"3076","M0954","1"
"3077","M0955","2"
"3078","M0956","1"
"3079","M0957","2"
"3080","M0958","1"
"3081","M0959","2"
"3082","M0960","2"
"3083","M0961","1"
"3084","M0962","2"
"3085","M0963","1"
"3086","M0964","2"
"3087","M0965","2"
"3088","M0966","1"
"3089","M0968","1"
"3090","M0969","2"
"3091","M0970","1"
"3092","M0971","1"
"3093","M0972","2"
"3094","M0973","2"
"3095","M0974","2"
"3096","M0975","2"
"3097","M0976","1"
"3098","M0977","2"
"3099","M0978","1"
"3100","M0979","2"
"3101","M0981","1"
"3102","M0982","1"
"3103","M0984","1"
"3104","M0985","1"
"3105","M0986","2"
"3106","M0987","1"
"3107","M0988","1"
"3108","M0989","1"
"3109","M0990","2"
"3110","M0992","1"
"3111","M0993","2"
"3112","M0994","2"
"3113","M0995","2"
"3114","M0996","2"
"3115","M0997","2"
"3116","M0998","1"
"3117","M0999","1"
"3118","M1000","2"
"3119","M1001","1"
"3120","M1002","1"
"3121","M1003","1"
"3122","M1004","2"
"3123","M1005","1"
"3124","M1006","2"
"3125","M1007","2"
"3126","M1008","1"
"3127","M1009","1"
"3128","M1010","2"
"3129","M1012","2"
"3130","M1013","2"
"3131","M1014","1"
"3132","M1015","2"
"3133","M1016","2"
"3134","M1017","1"
"3135","M1018","1"
"3136","M1019","1"
"3137","M1020","2"
"3138","M1021","2"
"3139","M1022","1"
"3140","M1023","1"
"3141","M1024","1"
"3142","M1025","1"
"3143","M1026","2"
"3144","M1029","2"
"3145","M1030","1"
"3146","M1031","1"
"3147","M1032","1"
"3148","M1033","2"
"3149","M1034","1"
"3150","M1035","1"
"3153","M1037","2"
"3154","M1038","2"
"3155","M1039","2"
"3156","M1040","2"
"3157","M1041","2"
"3158","M1042","2"
"3159","M1043","1"
"3160","M1044","2"
"3161","M1045","2"
"3162","M1046","1"
"3163","M1047","2"
"3164","M1048","1"
"3165","M1049","1"
"3166","M1050","1"
"3167","M1051","1"
"3168","M1052","2"
"3169","M1053","2"
"3170","M1054","2"
"3171","M1055","1"
"3172","M1056","1"
"3173","M1057","2"
"3174","M1058","2"
"3177","M1061","1"
"3178","M1062","2"
"3179","M1063","1"
"3180","M1064","2"
"3181","M1065","1"
"3182","M1066","2"
"3183","M1067","1"
"3184","M1069","2"
"3185","M1070","2"
"3186","M1071","2"
"3187","M1072","1"
"3188","M1073","2"
"3189","M1074","1"
"3190","M1075","2"
"3191","M1076","2"
"3194","M1078","1"
"3195","M1079","2"
"3196","M1080","2"
"3197","M1081","2"
"3198","M1082","2"
"3199","M1083","2"
"3200","M1084","1"
"3201","M1085","2"
"3202","M1086","2"
"3203","M1087","2"
"3204","M1088","1"
"3205","M1090","1"
"3206","M1091","2"
"3207","M1092","2"
"3208","M1093","1"
"3209","M1094","2"
"3210","M1095","2"
"3211","M1096","2"
"3212","M1098","2"
"3213","M1099","2"
"3214","M1100","1"
"3215","M1101","1"
"3216","M1102","2"
"3217","M1103","1"
"3218","M1105","2"
"3219","M1106","1"
"3220","M1107","2"
"3221","M1108","2"
"3222","M1109","1"
"3223","M1110","2"
"3224","M1111","2"
"3225","M1113","2"
"3226","M1114","1"
"3227","M1115","1"
"3228","M1116","1"
"3229","M1117","1"
"3230","M1118","2"
"3231","M1119","1"
"3232","M1120","1"
"3233","M1121","1"
"3234","M1122","2"
"3235","M1124","2"
"3236","M1125","2"
"3237","M1126","2"
"3238","M1127","2"
"3239","M1128","2"
"3240","M1129","2"
"3241","M1130","2"
"3242","M1131","2"
"3243","M1132","2"
"3244","M1133","2"
"3245","M1134","1"
"3246","M1136","1"
"3247","M1137","2"
"3248","M1138","1"
"3249","M1139","1"
"3250","M1140","1"
"3251","M1141","2"
"3252","M1142","2"
"3253","M1143","2"
"3254","M1144","2"
"3255","M1145","1"
"3256","M1146","2"
"3257","M1149","1"
"3258","M1151","1"
"3259","M1152","1"
"3260","M1153","2"
"3261","M1155","2"
"3262","M1156","1"
"3263","M1157","2"
"3264","M1158","1"
"3265","M1159","1"
"3266","M1160","1"
"3267","M1161","1"
"3268","M1162","2"
"3269","M1163","2"
"3270","M1164","2"
"3271","M1165","2"
"3272","M1166","1"
"3273","M1167","1"
"3274","M1168","2"
"3275","M1169","1"
"3276","M1171","2"
"3277","M1173","1"
"3278","M1174","2"
"3279","M1175","2"
"3280","M1176","1"
"3281","M1177","2"
"3282","M1178","2"
"3283","M1179","1"
"3284","M1180","2"
"3285","M1181","1"
"3286","M1182","1"
"3287","M1183","1"
"3288","M1184","1"
"3289","M1185","2"
"3290","M1186","1"
"3291","M1187","2"
"3292","M1188","2"
"3293","M1189","1"
"3294","M1190","2"
"3295","M1191","2"
"3296","M1192","2"
"3297","M1193","2"
"3298","M1194","2"
"3299","M1195","1"
"3300","M1201","2"
"3301","M1202","2"
"3302","M1205","1"
"3303","M1209","1"
"3304","M1210","1"
"3305","M1211","2"
"3306","M1212","1"
"3307","M1213","2"
"3308","M1214","2"
"3309","M1215","1"
"3310","M1216","1"
"3311","M1217","2"
"3312","M1218","1"
"3313","M1219","1"
"3314","M1220","2"
"3315","M1221","2"
"3316","M1222","2"
"3317","M1223","1"
"3318","M1224","2"
"3319","M1225","1"
"3320","M1226","2"
"3321","M1229","1"
"3322","M1230","1"
"3323","M1231","1"
"3324","M1233","2"
"3325","M1234","2"
"3326","M1235","2"
"3327","M1236","2"
"3328","M1237","1"
"3329","M1238","1"
"3330","M1239","1"
"3331","M1240","1"
"3332","M1241","1"
"3333","M1242","1"
"3334","M1243","1"
"3335","M1244","2"
"3336","M1245","1"
"3337","M1246","1"
"3338","M1247","1"
"3339","M1248","2"
"3340","M1250","2"
"3341","M1251","1"
"3342","M1252","1"
"3343","M1253","1"
"3344","M1254","2"
"3345","M1255","1"
"3346","M1256","2"
"3347","M1257","2"
"3348","M1258","1"
"3349","M1259","1"
"3350","M1260","1"
"3351","M1261","2"
"3352","M1262","2"
"3353","M1263","1"
"3354","M1264","2"
"3355","M1265","1"
"3356","M1266","2"
"3357","M1268","1"
"3358","M1269","1"
"3359","M1270","1"
"3360","M1271","1"
"3361","M1272","1"
"3362","M1273","1"
"3363","M1274","1"
"3364","M1275","1"
"3365","M1276","1"
"3366","M1277","1"
"3367","M1278","1"
"3368","M1279","2"
"3369","M1281","1"
"3370","M1282","1"
"3371","M1283","1"
"3372","M1284","2"
"3373","M1285","2"
"3374","M1286","2"
"3375","M1287","2"
"3376","M1289","1"
"3377","M1290","1"
"3378","M1291","2"
"3379","M1292","2"
"3380","M1293","2"
"3381","M1294","2"
"3382","M1295","1"
"3385","M1297","1"
"3386","M1298","1"
"3387","M1299","1"
"3388","M1300","1"
"3389","M1301","1"
"3390","M1305","1"
"3391","M1306","2"
"3392","M1307","2"
"3393","M1309","1"
"3394","M1310","1"
"3395","M1311","2"
"3396","M1314","1"
"3397","M1315","1"
"3398","M1316","1"
"3399","M1317","1"
"3400","M1318","1"
"3401","M1319","1"
"3402","M1320","2"
"3403","M1321","1"
"3404","M1322","2"
"3405","M1323","2"
"3406","M1325","2"
"3407","M1326","1"
"3408","M1327","1"
"3409","M1328","2"
"3410","M1329","1"
"3411","M1330","1"
"3412","M1331","2"
"3413","M1332","2"
"3414","M1333","2"
"3415","M1334","1"
"3416","M1335","1"
"3417","M1336","2"
"3418","M1337","1"
"3419","M1338","1"
"3420","M1339","2"
"3421","M1340","1"
"3422","M1342","1"
"3423","M1343","2"
"3424","M1344","1"
"3425","M1345","2"
"3426","M1346","1"
"3427","M1347","2"
"3428","M1348","1"
"3429","M1349","1"
"3430","M1350","1"
"3431","M1351","2"
"3432","M1352","2"
"3433","M1354","1"
"3434","M1355","2"
"3435","M1356","1"
"3436","M1357","1"
"3437","M1358","1"
"3438","M1360","2"
"3439","M1361","1"
"3440","M1362","1"
"3441","M1363","2"
"3442","M1364","1"
"3443","M1365","2"
"3444","M1367","1"
"3445","M1369","1"
"3446","M1370","1"
"3447","M1371","1"
"3448","M1373","2"
"3449","M1374","1"
"3450","M1375","1"
"3451","M1376","1"
"3454","M1378","1"
"3455","M1380","1"
"3456","M1381","1"
"3457","M1382","1"
"3458","M1383","1"
"3459","M1384","1"
"3460","M1385","1"
"3461","M1386","2"
"3462","M1387","2"
"3463","M1388","2"
"3464","M1389","1"
"3465","M1390","1"
"3466","M1391","2"
"3467","M1392","1"
"3468","M1393","2"
"3469","M1394","1"
"3470","M1396","1"
"3471","M1397","2"
"3472","M1398","2"
"3473","M1404","2"
"3474","M1405","1"
"3475","M1406","2"
"3476","M1407","1"
"3477","M1408","2"
"3478","M1409","1"
"3479","M1410","1"
"3480","M1411","1"
"3481","M1412","2"
"3482","M1413","1"
"3483","M1414","2"
"3484","M1415","2"
"3485","M1416","1"
"3486","M1417","2"
"3487","M1418","1"
"3488","M1419","1"
"3489","M1420","1"
"3490","M1421","2"
"3491","M1422","1"
"3492","M1423","2"
"3493","M1425","1"
"3494","M1426","2"
"3495","M1427","2"
"3496","M1428","1"
"3497","M1429","1"
"3498","M1430","1"
"3499","M1431","1"
"3500","M1432","2"
"3501","M1433","1"
"3502","M1434","2"
"3503","M1436","2"
"3504","M1437","1"
"3505","M1438","2"
"3506","M1439","2"
"3507","M1440","1"
"3508","M1441","2"
"3509","M1442","2"
"3512","M1446","1"
"3513","M1447","1"
"3514","M1449","2"
"3515","M1450","1"
"3516","M1451","1"
"3517","M1452","2"
"3518","M1453","1"
"3519","M1454","1"
"3520","M1455","2"
"3521","M1456","1"
"3522","M1457","1"
"3523","M1458","1"
"3524","M1459","2"
"3525","M1460","1"
"3526","M1461","2"
"3527","M1462","1"
"3528","M1463","1"
"3529","M1464","1"
"3530","M1465","1"
"3531","M1466","1"
"3532","M1467","1"
"3533","M1468","1"
"3534","M1469","1"
"3535","M1470","1"
"3536","M1471","1"
"3537","M1472","1"
"3538","M1474","2"
"3539","M1475","1"
"3540","M1476","1"
"3541","M1477","1"
"3542","M1478","1"
"3543","M1479","2"
"3544","M1480","2"
"3545","M1481","1"
"3546","M1482","1"
"3547","M1483","2"
"3548","M1484","2"
"3549","M1485","1"
"3550","M1486","1"
"3551","M1487","1"
"3552","M1488","2"
"3553","M1489","1"
"3554","M1490","1"
"3555","M1491","2"
"3556","M1492","2"
"3557","M1493","2"
"3558","M1494","1"
"3559","M1495","2"
"3560","M1496","2"
"3561","M1497","2"
"3562","M1498","2"
"3563","M1499","1"
"3564","M1500","1"
"3565","M1501","1"
"3566","M1502","2"
"3567","M1503","2"
"3568","M1504","1"
"3569","M1505","1"
"3570","M1506","1"
"3571","M1507","1"
"3572","M1508","1"
"3573","M1509","2"
"3574","M1510","1"
"3575","M1511","2"
"3576","M1512","1"
"3577","M1513","2"
"3578","M1514","1"
"3579","M1516","2"
"3580","M1517","2"
"3581","M1518","2"
"3582","M1519","2"
"3583","M1520","1"
"3584","M1521","2"
"3585","M1522","1"
"3586","M1523","1"
"3587","M1524","2"
"3588","M1525","2"
"3589","M1526","1"
"3590","M1527","1"
"3591","M1528","2"
"3592","M1529","1"
"3593","M1530","1"
"3594","M1531","1"
"3595","M1532","1"
"3596","M1533","1"
"3597","M1534","1"
"3598","M1535","1"
"3599","M1536","2"
"3600","M1537","1"
"3601","M1538","1"
"3602","M1539","1"
"3603","M1540","2"
"3604","M1541","1"
"3605","M1542","1"
"3606","M1545","1"
"3607","M1546","1"
"3608","M1547","2"
"3609","M1549","1"
"3610","M1550","1"
"3611","M1551","1"
"3612","M1552","2"
"3613","M1553","1"
"3614","M1554","2"
"3615","M1555","2"
"3616","M1557","1"
"3617","M1558","2"
"3618","M1559","2"
"3619","M1560","1"
"3620","M1561","2"
"3621","M1562","2"
"3622","M1563","2"
"3623","M1564","2"
"3624","M1565","2"
"3625","M1566","1"
"3626","M1567","1"
"3627","M1568","1"
"3628","M1569","1"
"3629","M1570","2"
"3630","M1571","1"
"3631","M1572","2"
"3634","M1575","1"
"3635","M1576","1"
"3636","M1577","1"
"3637","M1579","2"
"3638","M1580","2"
"3639","M1582","2"
"3640","M1583","2"
"3641","M1584","1"
"3642","M1585","2"
"3643","M1587","1"
"3644","M1588","2"
"3645","M1589","1"
"3646","M1590","1"
"3647","M1591","2"
"3648","M1592","1"
"3649","M1593","2"
"3650","M1594","2"
"3651","M1595","2"
"3652","M1596","1"
"3653","M1597","2"
"3654","M1598","2"
"3655","M1599","2"
"3656","M1600","1"
"3657","M1601","1"
"3658","M1602","2"
"3659","M1603","1"
"3660","M1604","2"
"3661","M1605","1"
"3662","M1607","1"
"3663","M1608","1"
"3664","M1609","1"
"3665","M1610","1"
"3666","M1611","2"
"3667","M1612","2"
"3668","M1613","2"
"3669","M1614","2"
"3670","M1615","2"
"3671","M1616","2"
"3672","M1617","2"
"3673","M1618","2"
"3674","M1619","1"
"3675","M1620","2"
"3676","M1621","1"
"3677","M1622","1"
"3678","M1624","1"
"3679","M1625","1"
"3680","M1626","2"
"3681","M1627","1"
"3682","M1628","2"
"3683","M1629","2"
"3684","M1630","1"
"3685","M1632","1"
"3686","M1633","1"
"3687","M1634","2"
"3688","M1635","2"
"3689","M1636","1"
"3690","M1637","2"
"3691","M1639","2"
"3692","M1640","2"
"3693","M1642","2"
"3694","M1643","1"
"3695","M1645","1"
"3696","M1646","1"
"3697","M1647","2"
"3698","M1648","2"
"3699","M1649","2"
"3700","M1650","2"
"3701","M1651","1"
"3702","M1652","2"
"3703","M1653","1"
"3704","M1654","2"
"3705","M1655","2"
"3706","M1656","1"
"3707","M1657","2"
"3708","M1658","2"
"3709","M1659","1"
"3710","M1660","2"
"3711","M1661","2"
"3712","M1662","1"
"3713","M1664","2"
"3714","M1665","2"
"3715","M1666","2"
"3716","M1667","1"
"3717","M1668","2"
"3718","M1669","2"
"3719","M1670","2"
"3720","M1671","2"
"3721","M1672","2"
"3722","M1673","1"
"3723","M1675","1"
"3724","M1676","1"
"3725","M1677","1"
"3726","M1678","1"
"3727","M1679","1"
"3728","M1680","1"
"3729","M1681","1"
"3730","M1682","2"
"3731","M1683","2"
"3732","M1684","2"
"3733","M1685","2"
"3734","M1686","1"
"3735","M1687","1"
"3736","M1688","1"
"3737","M1689","2"
"3738","M1691","1"
"3739","M1692","1"
"3740","M1693","2"
"3741","M1694","1"
"3742","M1695","1"
"3743","M1696","2"
"3744","M1697","1"
"3745","M1698","2"
"3746","M1699","1"
"3747","M1700","1"
"3748","M1701","2"
"3749","M1702","2"
"3750","M1703","1"
"3751","M1704","1"
"3752","M1705","2"
"3753","M1706","1"
"3754","M1707","1"
"3755","M1708","1"
"3756","M1709","1"
"3757","M1710","1"
"3758","M1711","2"
"3759","M1712","2"
"3760","M1713","2"
"3761","M1714","1"
"3762","M1715","2"
"3763","M1716","1"
"3764","M1717","2"
"3765","M1718","1"
"3766","M1719","1"
"3767","M1720","2"
"3768","M1721","1"
"3769","M1722","1"
"3770","M1723","1"
"3771","M1724","2"
"3772","M1725","1"
"3773","M1726","2"
"3774","M1727","2"
"3775","M1728","2"
"3776","M1729","1"
"3777","M1730","1"
"3778","M1731","2"
"3779","M1732","2"
"3780","M1733","2"
"3781","M1734","1"
"3782","M1735","2"
"3783","M1736","2"
"3784","M1739","1"
"3785","M1740","1"
"3786","M1741","2"
"3787","M1742","1"
"3788","M1743","2"
"3789","M1745","2"
"3790","M1746","1"
"3791","M1747","2"
"3792","M1748","2"
"3793","M1749","2"
"3794","M1750","2"
"3795","M1751","1"
"3796","M1752","2"
"3797","M1753","1"
"3798","M1754","1"
"3799","M1755","1"
"3800","M1756","1"
"3801","M1757","1"
"3802","M1758","1"
"3803","M1759","2"
"3804","M1760","1"
"3805","M1761","2"
"3806","M1762","1"
"3807","M1763","1"
"3808","M1764","2"
"3809","M1765","1"
"3810","M1766","2"
"3811","M1767","2"
"3814","M1769","2"
"3815","M1770","2"
"3816","M1771","2"
"3817","M1772","1"
"3818","M1773","1"
"3819","M1774","2"
"3820","M1775","1"
"3821","M1776","2"
"3822","M1777","1"
"3823","M1778","2"
"3824","M1779","2"
"3825","M1781","1"
"3826","M1783","2"
"3827","M1784","1"
"3828","M1785","2"
"3829","M1786","1"
"3830","M1787","1"
"3831","M1788","1"
"3832","M1789","2"
"3833","M1790","1"
"3834","M1791","1"
"3835","M1792","1"
"3836","M1793","1"
"3837","M1794","1"
"3838","M1795","1"
"3839","M1796","2"
"3840","M1797","1"
"3841","M1798","2"
"3842","M1800","1"
"3843","M1801","1"
"3844","M1802","1"
"3845","M1803","1"
"3846","M1804","1"
"3847","M1805","2"
"3848","M1806","1"
"3849","M1807","1"
"3850","M1808","1"
"3851","M1810","2"
"3852","M1811","2"
"3853","M1812","1"
"3854","M1813","2"
"3855","M1814","1"
"3856","M1815","1"
"3857","M1816","1"
"3858","M1817","1"
"3859","M1818","1"
"3860","M1819","2"
"3861","M1821","2"
"3862","M1822","1"
"3863","M1823","1"
"3864","M1824","2"
"3865","M1825","1"
"3866","M1826","1"
"3867","M1827","1"
"3868","M1828","1"
"3869","M1829","2"
"3870","M1830","2"
"3871","M1831","1"
"3872","M1832","2"
"3873","M1833","2"
"3874","M1834","2"
"3875","M1835","1"
"3876","M1836","1"
"3877","M1837","1"
"3878","M1838","2"
"3879","M1840","1"
"3880","M1841","2"
"3881","M1842","2"
"3882","M1843","2"
"3883","M1844","1"
"3884","M1845","1"
"3885","M1846","1"
"3886","M1847","2"
"3887","M1849","1"
"3888","M1850","1"
"3889","M1851","2"
"3890","M1852","1"
"3891","M1853","1"
"3892","M1854","2"
"3893","M1855","2"
"3894","M1856","2"
"3895","M1857","2"
"3896","M1858","1"
"3897","M1859","1"
"3898","M1860","2"
"3899","M1861","2"
"3900","M1862","2"
"3901","M1863","1"
"3902","M1865","2"
"3903","M1866","1"
"3904","M1867","1"
"3905","M1868","1"
"3906","M1869","2"
"3907","M1870","1"
"3908","M1871","2"
"3909","M1872","1"
"3910","M1873","1"
"3911","M1874","1"
"3912","M1875","1"
"3913","M1876","1"
"3914","M1877","1"
"3915","M1878","2"
"3916","M1879","1"
"3917","M1881","1"
"3918","M1882","1"
"3919","M1883","1"
"3920","M1884","1"
"3921","M1885","2"
"3922","M1886","1"
"3923","M1887","2"
"3924","M1888","1"
"3925","M1889","1"
"3926","M1891","2"
"3927","M1892","1"
"3928","M1893","1"
"3929","M1894","2"
"3930","M1895","1"
"3931","M1896","2"
"3932","M1897","1"
"3933","M1898","2"
"3934","M1899","1"
"3935","M1901","1"
"3936","M1902","1"
"3937","M1903","1"
"3938","M1904","1"
"3939","M1905","1"
"3940","M1906","2"
"3941","M1907","2"
"3942","M1908","1"
"3943","M1909","2"
"3944","M1910","1"
"3945","M1911","1"
"3946","M1912","2"
"3947","M1913","1"
"3948","M1914","1"
"3949","M1915","2"
"3950","M1916","1"
"3951","M1917","1"
"3952","M1918","1"
"3953","M1919","1"
"3954","M1920","1"
"3955","M1922","1"
"3956","M1923","1"
"3957","M1924","2"
