EPCI 2024 : Communauté de communes Le Grésivaudan , Communauté d'agglomération du Pays Voironnais , Grenoble-Alpes-Métropole
(Géographie au  01/01/2024).;
communes.depcom;communes.nom_commune;Forêts - superficie totale en hectares (2013-2019);Part de la superficie des forêts dans la superficie IGN (2013-2019) (%);Moyenne du salaire net horaire moyen en 2015 (€);Evolution du nombre de logements totaux de 2015 à 2020 (%);Part du nombre de maisons dans l'ensemble des logements en 2020 (%);Part des personnes de 15 ans ou plus vivant seules en 2020 (%);Part des personnes mariées de 15 ans ou plus en 2020 (%);Part des personnes non mariées de 15 ans ou plus en 2020 (%);Part des personnes vivant en couple de 15 ans ou plus en 2020 (%);Part du nombre de familles avec 1 enfant de moins de 25 ans en 2020 (%);Part du nombre de familles avec 2 enfants de moins de 25 ans en 2020 (%);Part du nombre de familles avec 3 enfants de moins de 25 ans en 2020 (%);Part du nombre de familles avec 4 enfants ou plus de moins de 25 ans en 2020 (%);Part du nombre de familles sans enfants de moins de 25 ans en 2020 (%);;
38472;Sarcenas;651.82;82.36;;-3.57;89.81;12.29;48.6;51.4;75.98;15.38;38.46;0;0;46.15;
38474;Sassenage;649.57;48.88;15.21;3.47;41.81;16.14;46.29;53.71;63.85;20.13;23.16;6.71;0.61;49.39;
38478;Séchilienne;1787.93;87.87;;6.76;92.62;11.05;53.93;46.07;72.06;20.77;27.66;5.71;2.24;43.62;
38485;Seyssinet-Pariset;677.43;62.97;14.83;3.57;22.11;22.32;43.4;56.6;59.11;21.61;19.72;5.47;0.94;52.27;
38486;Seyssins;380.07;47.61;18.89;11.21;45.54;15.17;50.09;49.91;63.67;17.37;23.4;7.05;1.07;51.1;
38501;Tencin;270.79;39.38;;16.29;56.47;17.29;42.96;57.04;68.81;18.58;29.57;6.31;0.78;44.76;
38503;La Terrasse;399.27;44.3;17.81;2.71;71.5;14.94;47.96;52.04;65.11;17.45;25.5;6.04;0.67;50.34;
38504;Theys;2281.02;63.3;;8.49;88.79;14.15;48.77;51.23;69.3;20.33;22.76;4.88;0;52.03;
38511;Le Touvet;557.18;47.18;17.24;5.75;61.23;15.68;46.66;53.34;63.03;21.47;24.39;6.41;1.57;46.16;
38516;La Tronche;317.8;49.26;18.81;4.15;28.24;23.7;33.59;66.41;47.48;22.62;21.05;7.45;1.17;47.7;
38517;Tullins;911.82;31.16;14.23;6.41;54.35;18.43;42.87;57.13;58.22;18.06;20.66;7.73;1.7;51.84;
38524;Varces-Allières-et-Risset;722.04;34.51;16.37;6.15;59.57;11.19;37.27;62.73;50.63;21.92;25.86;5.17;0.99;46.06;
38528;Vaulnaveys-le-Bas;787.99;66.37;;4.78;86.31;12.29;48.17;51.83;65.91;19.73;27.69;6.61;0;45.97;
38529;Vaulnaveys-le-Haut;1144.91;69.03;18.58;10.87;64.46;17.17;47.85;52.15;68.2;18.18;28.27;6.77;1.05;45.74;
38531;Velanne;217.58;26.76;;10.14;90.77;10.48;51.48;48.52;74.97;22.94;22.35;5.46;0;49.25;
38533;Venon;217.17;50.27;;8.41;88.66;13.34;47.95;52.05;70.46;10.26;27.08;8.8;0;53.86;
38538;Le Versoud;117.69;19.11;15.74;11.08;56.77;15.04;45.67;54.33;64.67;20.76;30.1;5.88;0.35;42.91;
38540;Veurey-Voroize;911.38;73.15;;8.1;79.73;12.78;50.8;49.2;66.83;19.55;22.59;5.54;1.09;51.23;
38545;Vif;1412.63;51.71;15.15;9.22;63.61;15.07;46.97;53.03;64.02;20.48;24.74;5.76;1.36;47.66;
38547;Villard-Bonnot;147.78;24.85;14.54;5.17;49.84;18.46;42.46;57.54;61.62;22.99;27.01;5.92;1.18;42.89;
38562;Vizille;563.82;52.22;13.05;2.6;34.07;23.22;39.94;60.06;54.72;26.52;20.94;6.21;1.98;44.36;
38563;Voiron;661.73;30.08;14.48;3.57;22.97;26.92;39.17;60.83;53.52;22.92;17.83;7.68;1.62;49.95;
38564;Voissant;187.53;47.73;;15.49;93.09;17.37;49.26;50.74;70.82;13.28;6.57;13.07;0;67.07;
38565;Voreppe;1346.21;46.3;16.18;7.78;56.13;15.67;48.99;51.01;63.25;19.29;22.95;5.19;1.58;50.98;
38566;Vourey;133.55;19.5;;2.5;86.31;11.76;50.92;49.08;68.66;23.81;23.81;2.86;1.9;47.62;
38567;Chamrousse;589.56;48.14;;0.62;5.87;27.01;34.03;65.97;55.73;33.13;22.74;11.49;0;32.64;

Résultats sur l'ensemble de votre zone géographique:
  ;Forêts - superficie totale en hectares (2013-2019) (fichier: indicateurs_forets);Part de la superficie des forêts dans la superficie IGN (2013-2019) (%) (fichier: indicateurs_forets);Moyenne du salaire net horaire moyen en 2015 (€) (fichier: indicateurs_salaires_2015);Evolution du nombre de logements totaux de 2015 à 2020 (%) (fichier: indicateurs_logements_totaux);Part du nombre de maisons dans l'ensemble des logements en 2020 (%) (fichier: indicateurs_logements_totaux);Part des personnes de 15 ans ou plus vivant seules en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part des personnes mariées de 15 ans ou plus en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part des personnes non mariées de 15 ans ou plus en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part des personnes vivant en couple de 15 ans ou plus en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part du nombre de familles avec 1 enfant de moins de 25 ans en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part du nombre de familles avec 2 enfants de moins de 25 ans en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part du nombre de familles avec 3 enfants de moins de 25 ans en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part du nombre de familles avec 4 enfants ou plus de moins de 25 ans en 2020 (%) (fichier: indicateurs_demographie_menages_20);Part du nombre de familles sans enfants de moins de 25 ans en 2020 (%) (fichier: indicateurs_demographie_menages_20);
Total zone;83274.73;50.55;16.56;4.82;32.46;21.82;41.28;58.72;56.69;21.1;21.25;7.13;2.01;48.52;
