EPCI 2024 : Communauté de communes Le Grésivaudan , Communauté d'agglomération du Pays Voironnais , Grenoble-Alpes-Métropole
(Géographie au  01/01/2024).;
communes.depcom;communes.nom_commune;Densité de population en 2020 (Habitants/Km2);Part des résidences principales en location dans les résidences principales totales en 2020 (%);Part du nombre de maisons dans l'ensemble des logements en 2020 (%);Nombre de ménages dont la personne de référence est agriculteur exploitant en 2020 (compl.);Nombre de ménages dont la personne de référence est artisan, commerçant, chef d'entreprise en 2020 (compl.);Nombre de ménages dont la personne de référence est cadre ou exerce une profession intellectuelle supérieure en 2020 (compl.);Nombre de ménages dont la personne de référence exerce une profession intermédiaire en 2020 (compl.);Nombre de ménages dont la personne de référence est employé en 2020 (compl.);Nombre de ménages dont la personne de référence est ouvrier en 2020 (compl.);Nombre de ménages dont la personne de référence est retraité en 2020 (compl.);Nombre de ménages dont la personne de référence est autre sans activité professionnelle en 2020 (compl.);;
38002;Les Adrets;65.41;21.71;21.04;0;35;105;100;50;30;100;10;
38006;Allevard;114.1;35.04;41.54;0;134.836921833616;168.750676392061;314.186952260701;234.151139100715;345.944420552342;572.99738557881;60.7731714423507;
38027;Barraux;176.45;16.79;89.67;5;25;155;190;100;105;190;10;
38039;Bernin;389.25;15.99;86.04;5.68404353415928;99.0094607988324;364.819772529834;143.663095259016;126.264559860926;41.6451534968222;458.653206665004;33.3392076713339;
38043;Bilieu;209.3;13.42;91.29;0;40.4827034331337;105.703230079321;115.606122125216;141.633794108381;60.3223240656556;147.54870774025;0;
38045;Biviers;365.07;12.41;89.42;5;55;270;115;85;15;425;25;
38057;Bresson;239.35;17.07;79.03;0;30;85;50;10;5;105;0;
38059;Brié-et-Angonnes;258.7;10.89;82.01;4.94339076444057;55.134568244214;222.194815931203;191.760829141391;95.6719305978121;75.4700335609626;352.988911565785;29.2407019858256;
38061;La Buisse;283.26;21.1;70.83;0;76.9243769476665;340.78679377672;297.348297679852;103.951721777248;110.036916394154;363.224331207761;41.1143403930068;
38062;La Buissière;100.74;16.33;92.16;5;20;35;40;55;35;100;10;
38068;Champagnier;190.7;12.81;85.35;0;30.7094046808128;143.254240595752;88.0941520752829;52.2787663241842;39.2939618974976;168.503836868552;8.99423018200195;
38070;Le Champ-près-Froges;251.67;17.66;77.35;0;20.7332918533629;61.7651732900361;93.6612504137611;89.0509513445367;41.8145813885306;202.765516488616;21.1874654114492;
38071;Champ-sur-Drac;367.34;22.19;68.97;0;50;110;305;200;260;440;60;
38075;Chapareillan;97.81;24.24;80.4;15;95;200;245;125;205;350;20;
38078;La Chapelle-du-Bard;20.95;9.44;94.23;10.8639937539375;25.069578406124;27.3501624994169;45.3169348410976;20.9751219281471;35.6308185679439;52.2549632450748;0;
38080;Charancieu;139.09;12.5;98.45;5.49487817140873;14.8228785064703;34.9039937475787;80.0902403235348;20.2960935848049;81.0647515843229;64.7047931625257;0;
38082;Charavines;235.21;25.09;74.72;4.84171905217682;33.7880615761407;119.957400555667;181.926634728369;116.557896383232;76.503266181887;263.361287064547;32.1932415950884;
38084;Charnècles;269.6;10.09;94.49;14.3561280329444;14.8092504484473;54.2595687510892;111.209418555956;50.3305632215069;87.0424618109283;236.637264144124;16.4427118979295;
38100;Le Cheylas;291.56;24.06;74.58;0;36.3937715439534;144.84133206502;189.812087300323;211.70627052134;127.733025638383;277.567153660762;5.19110429313555;
38105;Chirens;138.45;13.32;90.27;4.83626608096237;82.7854894650812;106.433062055345;236.764707393411;129.718834955;82.6877104199804;287.3831324851;4.74705815848372;
38111;Claix;338.13;22.01;70.17;20;135;655;670;395;240;1220;80;
38120;La Combe-de-Lancey;37.87;11.47;91.49;0;50.3737559939764;69.8326868620193;30.1228164083555;40.429312728318;25.0067620487691;75.8138364457438;0;
38126;Corenc;665.21;23.11;71.41;0;112.853721040962;553.955649051072;226.514410523924;104.572747377645;72.3461600379094;557.542654276302;89.7979379066129;
38133;Coublevie;763.37;22.47;76.84;0;87.0000480791986;504.234849441907;440.868362209005;268.772335005177;174.340397776623;651.927958395426;78.3176431088958;
38140;Crolles;562.77;31.42;65.18;4.44249372246639;124.398999511965;782.343019838133;667.533287699615;461.003550143586;303.469558055556;943.102050531311;137.618819250489;
38150;Domène;1235.25;39.46;39.14;0;99.167495087371;342.454489139818;532.216712146006;540.666724357817;422.71142038341;1005.87768872095;50.7785591025355;
38151;Échirolles;4700.59;52.56;9.94;6.44037489993762;533.837905394284;1277.30672728205;2349.5304593012;3022.07983569025;2862.58078683303;4514.05019710876;1468.98480713853;
38158;Eybens;2235.78;37.2;28.76;0;231.614934418111;710.577983550588;920.848790145341;773.452940842582;556.038648865927;1300.20356248271;117.433614263313;
38163;Le Haut-Bréda;3.47;15.76;53.34;4.37390022577205;26.4035918326779;30.7874475971434;48.4382612089305;26.8848581147748;8.75277822089081;59.9288256715013;0;
38166;La Flachère;157.59;12.09;95.34;0;10;40;20;20;20;65;5;
38169;Fontaine;3432.73;44.33;15.8;2.88195443088877;425.230472449322;1178.5837821125;1756.3631594738;1928.15391677968;1782.07206906563;3085.2154520384;707.515532145203;
38170;Fontanil-Cornillon;641.01;32.58;42.17;0;75;245;280;185;105;515;60;
38175;Froges;528.54;28.5;62.08;0;59.4897766357878;153.539237847358;248.73924011787;288.234641622659;188.779970249161;423.337356958501;65.9302842064813;
38179;Gières;1008.6;53.41;23.75;19.9896011747222;64.9840044183709;755.912557891292;610.899153884181;475.754831303661;350.427859818942;691.593341807749;626.75179292984;
